class,x1_0,y1_0,z1_0,x2_0,y2_0,z2_0,x3_0,y3_0,z3_0,x4_0,y4_0,z4_0,x5_0,y5_0,z5_0,x6_0,y6_0,z6_0,x7_0,y7_0,z7_0,x8_0,y8_0,z8_0,x9_0,y9_0,z9_0,x10_0,y10_0,z10_0,x11_0,y11_0,z11_0,x12_0,y12_0,z12_0,x13_0,y13_0,z13_0,x14_0,y14_0,z14_0,x15_0,y15_0,z15_0,x16_0,y16_0,z16_0,x17_0,y17_0,z17_0,x18_0,y18_0,z18_0,x19_0,y19_0,z19_0,x20_0,y20_0,z20_0
H,0.027382671833038,-0.074202716350555,0.019500210881233,0.067726165056229,-0.103698134422302,-0.008770131506026,0.108595281839371,-0.087936520576477,-0.033862717449665,0.142694741487503,-0.067043840885162,-0.059522915631533,0.054197251796722,-0.155625104904175,-0.081327088177204,0.119139611721039,-0.165910840034485,-0.096611782908440,0.156918674707413,-0.174712359905243,-0.098782442510128,0.185056090354919,-0.180431276559830,-0.100619412958622,0.053052902221680,-0.101678490638733,-0.097469978034496,0.123844742774963,-0.124097526073456,-0.112523943185806,0.164108037948608,-0.134871482849121,-0.099291041493416,0.193726211786270,-0.141234993934631,-0.096855528652668,0.056133061647415,-0.043230175971985,-0.104680404067039,0.123129576444626,-0.049704730510712,-0.084253177046776,0.113199740648270,-0.044613659381866,-0.039857666939497,0.097701787948608,-0.041124820709229,-0.021995013579726,0.061122536659241,0.010549128055573,-0.112093538045883,0.108136475086212,-0.007589101791382,-0.081605352461338,0.098016381263733,-0.011578023433685,-0.046012107282877,0.083378970623016,-0.010339021682739,-0.031334877014160
H,0.029242098331451,-0.068015575408936,0.014140624552965,0.073046416044235,-0.098915338516235,-0.018833752721548,0.116452544927597,-0.082293272018433,-0.049294114112854,0.147533506155014,-0.061576247215271,-0.080927819013596,0.055720269680023,-0.153721332550049,-0.087352208793163,0.120800137519836,-0.162724375724792,-0.103745169937611,0.159816533327103,-0.168728977441788,-0.105828367173672,0.188597887754440,-0.174132019281387,-0.107822597026825,0.054191023111343,-0.098859846591949,-0.103090822696686,0.123783797025681,-0.126395523548126,-0.119104363024235,0.162850648164749,-0.136416554450989,-0.107408501207829,0.191744744777679,-0.144576013088226,-0.106948263943195,0.057232350111008,-0.039609849452972,-0.110468126833439,0.124131053686142,-0.050985515117645,-0.094296529889107,0.111716508865356,-0.043120145797729,-0.049678299576044,0.094591379165649,-0.039434731006622,-0.031614527106285,0.062435716390610,0.014940261840820,-0.118011787533760,0.110510855913162,-0.005998611450195,-0.091577395796776,0.098972260951996,-0.009391546249390,-0.055552210658789,0.082879990339279,-0.008023798465729,-0.039703901857138
H,0.026107072830200,-0.073703527450562,0.008539615198970,0.073012173175812,-0.104532420635223,-0.029363034293056,0.120765179395676,-0.082962512969971,-0.062220409512520,0.152392268180847,-0.057183086872101,-0.094583757221699,0.052479505538940,-0.152359247207642,-0.104033268988132,0.121135920286179,-0.163791000843048,-0.125341683626175,0.161776125431061,-0.169996172189713,-0.127566680312157,0.191210806369781,-0.174139559268951,-0.129325747489929,0.050167232751846,-0.093516588211060,-0.117971926927567,0.124289661645889,-0.119461715221405,-0.137426376342773,0.165409088134766,-0.131096065044403,-0.121607370674610,0.194671183824539,-0.139269411563873,-0.119551450014114,0.053241759538651,-0.031006813049316,-0.124630957841873,0.127395480871201,-0.044901669025421,-0.110894277691841,0.119772046804428,-0.042719721794128,-0.061130814254284,0.103950798511505,-0.040584206581116,-0.039207339286804,0.058539777994156,0.025461137294769,-0.131502822041512,0.113469094038010,-0.001763701438904,-0.105567939579487,0.107418119907379,-0.009774267673492,-0.066567450761795,0.093928873538971,-0.010057985782623,-0.048276115208864
H,0.029709607362747,-0.076745331287384,0.010128031484783,0.077671915292740,-0.107907235622406,-0.026035347953439,0.123073220252991,-0.085507094860077,-0.057414531707764,0.151934713125229,-0.059714257717133,-0.090161316096783,0.056044816970825,-0.152779340744019,-0.104676559567451,0.122201651334763,-0.164661586284637,-0.124895170331001,0.162900239229202,-0.172161161899567,-0.129081100225449,0.192325681447983,-0.176619768142700,-0.133360266685486,0.052974164485931,-0.092014074325562,-0.119185045361519,0.126601815223694,-0.115184307098389,-0.133689820766449,0.165428042411804,-0.123122632503510,-0.115112163126469,0.193160027265549,-0.130370199680328,-0.113065049052238,0.056354761123657,-0.029536426067352,-0.126273050904274,0.127118974924088,-0.047833442687988,-0.109857358038425,0.117517799139023,-0.046453177928925,-0.062240291386843,0.101078063249588,-0.043043792247772,-0.043371345847845,0.063037902116776,0.025457620620728,-0.133739531040192,0.115087538957596,-0.006547987461090,-0.104994110763073,0.105749428272247,-0.016056239604950,-0.064262650907040,0.089827924966812,-0.015002310276031,-0.046384047716856
H,0.024038195610046,-0.082283437252045,0.005153391510248,0.075020462274551,-0.116057813167572,-0.034636124968529,0.126444995403290,-0.092260122299194,-0.068345941603184,0.155265957117081,-0.062308549880981,-0.102696567773819,0.050861626863480,-0.159003376960754,-0.114294059574604,0.120211362838745,-0.169691205024719,-0.138254299759865,0.161955326795578,-0.174639642238617,-0.142940148711205,0.192527353763580,-0.178169190883636,-0.146510854363441,0.047868847846985,-0.096987962722778,-0.126937523484230,0.127285748720169,-0.116341710090637,-0.138805508613586,0.166675239801407,-0.124611139297485,-0.113275036215782,0.193264335393906,-0.133206665515900,-0.108070686459541,0.051180839538574,-0.031598210334778,-0.133681803941727,0.129507511854172,-0.047754645347595,-0.117189779877663,0.118524044752121,-0.047227978706360,-0.066626794636250,0.100149780511856,-0.044803142547607,-0.046241797506809,0.057523220777512,0.026460826396942,-0.141384869813919,0.115633964538574,-0.006496906280518,-0.112170316278934,0.105477362871170,-0.016425848007202,-0.069490797817707,0.088043153285980,-0.016064286231995,-0.050740472972393
H,0.021708846092224,-0.081702888011932,0.009820859879255,0.071391582489014,-0.117283046245575,-0.029479293152690,0.123279303312302,-0.097427845001221,-0.062617376446724,0.154009342193604,-0.065960466861725,-0.097453422844410,0.051280915737152,-0.161745846271515,-0.115658111870289,0.121400147676468,-0.171490073204041,-0.136450752615929,0.162454724311829,-0.175563037395477,-0.140123218297958,0.192861109972000,-0.178512394428253,-0.143363565206528,0.049619346857071,-0.099061906337738,-0.129385799169540,0.129701554775238,-0.120174646377563,-0.142127275466919,0.170123100280762,-0.128998935222626,-0.118705384433270,0.197767287492752,-0.138015270233154,-0.116027437150478,0.054196238517761,-0.033848226070404,-0.135061800479889,0.131056964397430,-0.053790867328644,-0.116059668362141,0.122812211513519,-0.052188754081726,-0.065203815698624,0.106552064418793,-0.048388063907623,-0.044909767806530,0.061970025300980,0.024254620075226,-0.140904888510704,0.117811888456345,-0.011337339878082,-0.107835881412029,0.108675390481949,-0.021799027919769,-0.063127905130386,0.092522382736206,-0.020963490009308,-0.043544106185436
H,0.021445706486702,-0.081332862377167,0.010211129672825,0.072902932763100,-0.119054019451141,-0.029325930401683,0.127565786242485,-0.100443840026855,-0.063346527516842,0.158619001507759,-0.071260809898376,-0.098527945578098,0.049986466765404,-0.170358598232269,-0.111709117889404,0.120873942971230,-0.175250351428986,-0.133171647787094,0.162135079503059,-0.177730798721313,-0.137339055538177,0.193234160542488,-0.180847108364105,-0.140887528657913,0.047951981425285,-0.109009623527527,-0.126699671149254,0.129700556397438,-0.127791583538055,-0.140174522995949,0.171248629689217,-0.138819217681885,-0.117042414844036,0.199722900986671,-0.149780929088593,-0.114201299846172,0.052214428782463,-0.041435658931732,-0.134382665157318,0.131602391600609,-0.058861374855042,-0.116588190197945,0.123725607991219,-0.055331349372864,-0.063836760818958,0.107120141386986,-0.050866425037384,-0.041864622384310,0.059501066803932,0.020360708236694,-0.142092943191528,0.118798926472664,-0.015047311782837,-0.110138244926929,0.110780730843544,-0.025505125522614,-0.064623951911926,0.094978913664818,-0.025592207908630,-0.044149193912745
H,0.019888430833817,-0.081852555274963,0.010924110189080,0.071222990751266,-0.123423874378204,-0.027486631646752,0.126715660095215,-0.107647478580475,-0.060893852263689,0.159772217273712,-0.080154061317444,-0.096490882337093,0.049600034952164,-0.170685172080994,-0.108967795968056,0.122679352760315,-0.176559269428253,-0.127098709344864,0.164029121398926,-0.179441094398499,-0.128350749611855,0.195018798112869,-0.181792199611664,-0.130231007933617,0.049155384302139,-0.107045412063599,-0.122782044112682,0.131459087133408,-0.126534640789032,-0.132656142115593,0.171186715364456,-0.136700153350830,-0.106158167123795,0.198223203420639,-0.143943727016449,-0.099932119250298,0.054116040468216,-0.039628148078918,-0.129755094647408,0.133910596370697,-0.061159372329712,-0.111533358693123,0.125688552856445,-0.058837294578552,-0.060178339481354,0.109034895896912,-0.053716957569122,-0.038333747535944,0.061483323574066,0.021629154682159,-0.136007562279701,0.120827078819275,-0.018883347511292,-0.105888113379478,0.112415581941605,-0.030150473117828,-0.062689028680325,0.096028774976730,-0.028836786746979,-0.043192569166422
H,0.021394371986389,-0.083019137382507,0.011483210138977,0.072923392057419,-0.123968899250031,-0.028576243668795,0.128743797540665,-0.107233881950378,-0.063631005585194,0.160311907529831,-0.080880761146545,-0.099880032241344,0.050612300634384,-0.173491060733795,-0.107617013156414,0.122087895870209,-0.177887439727783,-0.127949774265289,0.163470864295959,-0.179654419422150,-0.130324333906174,0.194808602333069,-0.181420147418976,-0.132458254694939,0.049362897872925,-0.109835684299469,-0.122659653425217,0.131209641695023,-0.127772927284241,-0.134064882993698,0.171621054410934,-0.138894855976105,-0.108756244182587,0.199206262826920,-0.146910786628723,-0.102813526988029,0.053472727537155,-0.041876196861267,-0.130538105964661,0.133569985628128,-0.059165954589844,-0.112101539969444,0.123477727174759,-0.057691395282745,-0.060315869748592,0.105238854885101,-0.054389119148254,-0.038437668234110,0.060421556234360,0.019979834556580,-0.138061106204987,0.119903057813644,-0.017157435417175,-0.105985015630722,0.110205501317978,-0.028705894947052,-0.061576187610626,0.092813789844513,-0.028231263160706,-0.041655965149403
H,0.019723623991013,-0.082452893257141,0.013906537555158,0.070203930139542,-0.124312639236450,-0.023926200345159,0.125020414590836,-0.108875215053558,-0.057856976985931,0.157371312379837,-0.082679867744446,-0.093731239438057,0.049233108758926,-0.176383912563324,-0.102320842444897,0.120465755462646,-0.181358098983765,-0.122017271816730,0.161572784185410,-0.183444559574127,-0.124937683343887,0.192687630653381,-0.185470759868622,-0.127094462513924,0.047827035188675,-0.114502251148224,-0.118364192545414,0.129844754934311,-0.132348299026489,-0.128955423831940,0.170063197612762,-0.141140580177307,-0.104506492614746,0.197615414857864,-0.147912144660950,-0.099263213574886,0.052341341972351,-0.047588288784027,-0.127784848213196,0.132559716701508,-0.066564798355103,-0.109737530350685,0.125045478343964,-0.062277615070343,-0.058264512568712,0.108821660280228,-0.056861460208893,-0.035810876637697,0.059917181730270,0.014018654823303,-0.136159271001816,0.120065987110138,-0.024051427841187,-0.104790985584259,0.112413167953491,-0.034360170364380,-0.060887109488249,0.096563041210175,-0.033904016017914,-0.040716838091612
H,0.020196914672852,-0.082595765590668,0.011603538878262,0.073404431343079,-0.120339989662170,-0.030969187617302,0.128445804119110,-0.098678350448608,-0.069835744798183,0.157347708940506,-0.067813634872437,-0.110534913837910,0.049320459365845,-0.177413105964661,-0.107115752995014,0.121837556362152,-0.178381800651550,-0.129990831017494,0.162948101758957,-0.181291222572327,-0.134047627449036,0.193485528230667,-0.185294449329376,-0.136718392372131,0.047797232866287,-0.113675117492676,-0.124203830957413,0.129573523998260,-0.129177272319794,-0.141798019409180,0.170568197965622,-0.143115818500519,-0.124851293861866,0.198933094739914,-0.153655529022217,-0.123937226831913,0.052275180816650,-0.044913649559021,-0.133735001087189,0.133567839860916,-0.060809373855591,-0.117919713258743,0.123873800039291,-0.059838533401489,-0.066878885030746,0.105885982513428,-0.057220697402954,-0.044969443231821,0.059706300497055,0.017878293991089,-0.142138332128525,0.120016187429428,-0.019124507904053,-0.112545043230057,0.110317915678024,-0.030541598796844,-0.068904489278793,0.092696696519852,-0.029525458812714,-0.048498596996069
H,0.020267575979233,-0.086953639984131,0.009423829615116,0.072879910469055,-0.125927150249481,-0.033031310886145,0.126974731683731,-0.106765866279602,-0.071048438549042,0.156949251890182,-0.079405009746552,-0.110199190676212,0.046731919050217,-0.183496594429016,-0.108343847095966,0.118170231580734,-0.182551205158234,-0.131729722023010,0.158431798219681,-0.184579551219940,-0.136218816041946,0.188176006078720,-0.188067317008972,-0.139348506927490,0.043698966503143,-0.120377659797668,-0.124501124024391,0.125631153583527,-0.131446659564972,-0.141475781798363,0.165546923875809,-0.138715863227844,-0.120424397289753,0.193357437849045,-0.144423902034760,-0.117086276412010,0.047956705093384,-0.051368892192841,-0.134534314274788,0.130090653896332,-0.065066337585449,-0.121304966509342,0.125158846378326,-0.062691152095795,-0.068811781704426,0.110828578472137,-0.058658182621002,-0.045012589544058,0.056105911731720,0.011549353599548,-0.143467366695404,0.116550475358963,-0.022866845130920,-0.114346288144588,0.110794901847839,-0.034202218055725,-0.069805212318897,0.096649080514908,-0.034476220607758,-0.048456359654665
H,0.021747350692749,-0.082076549530029,0.006225049961358,0.072832614183426,-0.121690690517426,-0.040157340466976,0.123865664005280,-0.107371270656586,-0.083331659436226,0.152982473373413,-0.078053534030914,-0.128039643168449,0.040895730257034,-0.188473582267761,-0.106844700872898,0.110827207565308,-0.187921047210693,-0.136338159441948,0.151154398918152,-0.190485656261444,-0.142355248332024,0.180322110652924,-0.196044236421585,-0.145628765225410,0.035545319318771,-0.130120754241943,-0.124472878873348,0.117348194122314,-0.138704955577850,-0.148493528366089,0.158151924610138,-0.147409737110138,-0.131975740194321,0.185487568378448,-0.154397964477539,-0.129468321800232,0.039269924163818,-0.062466919422150,-0.135933279991150,0.121199995279312,-0.073028087615967,-0.132125064730644,0.124279201030731,-0.069714009761810,-0.082341782748699,0.114212006330490,-0.064481377601624,-0.057451367378235,0.048338651657104,0.001138865947723,-0.146042004227638,0.110191196203232,-0.027146875858307,-0.124844238162041,0.113237082958221,-0.036999583244324,-0.084091581404209,0.104146122932434,-0.038051128387451,-0.063251309096813
H,0.025528252124786,-0.074346184730530,0.009549370966852,0.069495171308517,-0.120424807071686,-0.033331308513880,0.114979833364487,-0.119314551353455,-0.075576476752758,0.145011693239212,-0.104579150676727,-0.120319858193398,0.036130249500275,-0.196442484855652,-0.097222223877907,0.102180927991867,-0.196290850639343,-0.127949878573418,0.140764206647873,-0.200929641723633,-0.137807384133339,0.168908536434174,-0.205703079700470,-0.145449176430702,0.028960019350052,-0.143338203430176,-0.119487456977367,0.107779324054718,-0.153006374835968,-0.147248387336731,0.148062556982040,-0.159835159778595,-0.133335843682289,0.176524639129639,-0.163997709751129,-0.130357608199120,0.031839549541473,-0.078422129154205,-0.135782390832901,0.109485507011414,-0.084957003593445,-0.142675876617432,0.115872710943222,-0.072536706924438,-0.097830697894096,0.108834654092789,-0.063178658485413,-0.073589667677879,0.040229111909866,-0.014441549777985,-0.150883421301842,0.100239366292953,-0.034571945667267,-0.142823860049248,0.108268976211548,-0.038968920707703,-0.108841121196747,0.103336930274963,-0.038451969623566,-0.091144703328609
H,0.027782708406448,-0.068155348300934,0.012811276130378,0.065283864736557,-0.114435672760010,-0.028354097157717,0.103295713663101,-0.118611574172974,-0.073172569274902,0.130314022302628,-0.107775509357452,-0.124302618205547,0.033902972936630,-0.204167097806931,-0.079738274216652,0.097617983818054,-0.204635679721832,-0.109482087194920,0.134130418300629,-0.208242714405060,-0.120590880513191,0.160190224647522,-0.212570726871490,-0.128625035285950,0.025268226861954,-0.157164573669434,-0.106157094240189,0.100326001644135,-0.165632426738739,-0.137839943170547,0.140321254730225,-0.169834196567535,-0.131538510322571,0.169606745243073,-0.173131465911865,-0.131039738655090,0.027213633060455,-0.095795929431915,-0.127694576978683,0.100305169820786,-0.098342001438141,-0.143166571855545,0.112481027841568,-0.079143524169922,-0.107035458087921,0.111153960227966,-0.064906299114227,-0.086517348885536,0.035468995571136,-0.032673537731171,-0.147357210516930,0.092044085264206,-0.046146690845490,-0.149236723780632,0.101802676916122,-0.042324006557465,-0.120444960892200,0.099605292081833,-0.034832179546356,-0.103974737226963
